,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
187,A white stripe.,2408880.jpg,2357807,62222,https://cs.stanford.edu/people/rak248/VG_100K/2357807.jpg,1069528,What is on the top of the jet?,,,,,,
188,Sheep.,2366484.jpg,2357807,62222,https://cs.stanford.edu/people/rak248/VG_100K/2357807.jpg,1762549,What is this thing animal?,,,,,,
189,3.,2358334.jpg,2357718,62309,https://cs.stanford.edu/people/rak248/VG_100K/2357718.jpg,508915,How many sin are there?,,,,,,
190,Striped rug.,2398240.jpg,2357718,62309,https://cs.stanford.edu/people/rak248/VG_100K/2357718.jpg,1462402,What kind of rug is on the floor?,,,,,,
191,White.,2411247.jpg,2357718,62309,https://cs.stanford.edu/people/rak248/VG_100K/2357718.jpg,1325674,What is the main color of the number 3?,,,,,,
192,No one.,2382398.jpg,2357653,62372,https://cs.stanford.edu/people/rak248/VG_100K/2357653.jpg,361718,Who is sitting in the chair?,,,,,,
193,Comforter.,2351316.jpg,2357653,62372,https://cs.stanford.edu/people/rak248/VG_100K/2357653.jpg,449863,What appear to be directly under child on bed?,,,,,,
194,One.,2370724.jpg,2357653,62372,https://cs.stanford.edu/people/rak248/VG_100K/2357653.jpg,818845,How many broke scissors is in the photo?,,,,,,
195,Nothing.,2373223.jpg,2357536,62481,https://cs.stanford.edu/people/rak248/VG_100K/2357536.jpg,241070,What is in the toilet?,,,,,,
196,8:33.,2371196.jpg,2357536,62481,https://cs.stanford.edu/people/rak248/VG_100K/2357536.jpg,1858410,What time is it?,,,,,,
197,White.,2385389.jpg,2357536,62481,https://cs.stanford.edu/people/rak248/VG_100K/2357536.jpg,615144,What Color is the man's visor?,,,,,,
198,Bike.,2374266.jpg,2357489,62525,https://cs.stanford.edu/people/rak248/VG_100K/2357489.jpg,1922556,What mode of transportation is on the grass?,,,,,,
199,On the XII.,2400099.jpg,2357489,62525,https://cs.stanford.edu/people/rak248/VG_100K/2357489.jpg,1214446,Where is the minute hand?,,,,,,
200,Flags.,2391675.jpg,2357489,62525,https://cs.stanford.edu/people/rak248/VG_100K/2357489.jpg,1430507,What are tied onto the poles?,,,,,,
201,The background.,2396536.jpg,2357445,62567,https://cs.stanford.edu/people/rak248/VG_100K/2357445.jpg,1516188,What is out of focus?,,,,,,
202,Black and Brown.,2347122.jpg,2357445,62567,https://cs.stanford.edu/people/rak248/VG_100K/2357445.jpg,261925,What color are the giraffe's spots?,,,,,,
203,Skateboarding.,2408136.jpg,2357445,62567,https://cs.stanford.edu/people/rak248/VG_100K/2357445.jpg,1053282,What sport is taking place in the picture?,,,,,,
204,Daytime.,2407258.jpg,2357437,62575,https://cs.stanford.edu/people/rak248/VG_100K/2357437.jpg,198321,When was the picture taken?,,,,,,
205,A sandwich.,2358331.jpg,2357437,62575,https://cs.stanford.edu/people/rak248/VG_100K/2357437.jpg,1598412,What type of food is this?,,,,,,
206,Air show.,2402697.jpg,2357437,62575,https://cs.stanford.edu/people/rak248/VG_100K/2357437.jpg,1267063,Why are the plane flying so closely?,,,,,,
207,In muffin.,2364060.jpg,2357342,62666,https://cs.stanford.edu/people/rak248/VG_100K/2357342.jpg,1714251,Where is the spinach?,,,,,,
208,Leaves.,2369947.jpg,2357342,62666,https://cs.stanford.edu/people/rak248/VG_100K/2357342.jpg,1833411,What is surrounding the broccoli stalk?,,,,,,
209,Girl in red sweater.,2415228.jpg,2357342,62666,https://cs.stanford.edu/people/rak248/VG_100K/2357342.jpg,1040072,Who has blonde hair?,,,,,,
210,14.,2404186.jpg,2357290,62714,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,1298522,What number is on the umpire's shirt?,,,,,,
211,Compass Bus.,2393708.jpg,2357290,62714,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,608498,What is the bus company?,,,,,,
212,Military vehicles.,2365691.jpg,2357290,62714,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,1746927,What is in the field?,,,,,,
213,String.,2404226.jpg,2357048,62936,https://cs.stanford.edu/people/rak248/VG_100K/2357048.jpg,1299515,How is the kite attached to the person flying it?,,,,,,
214,White.,2316596.jpg,2357048,62936,https://cs.stanford.edu/people/rak248/VG_100K/2357048.jpg,923580,What color is the toilet?,,,,,,
215,The girl.,2392808.jpg,2357048,62936,https://cs.stanford.edu/people/rak248/VG_100K/2357048.jpg,609215,Who is riding the horse?,,,,,,
216,In the rear on the right.,2376805.jpg,2357045,62938,https://cs.stanford.edu/people/rak248/VG_100K/2357045.jpg,1973871,Where is the house that is more visible?,,,,,,
217,A tree.,2372537.jpg,2357045,62938,https://cs.stanford.edu/people/rak248/VG_100K/2357045.jpg,1887020,What item is green with leaves?,,,,,,
218,Black.,2401146.jpg,2357045,62938,https://cs.stanford.edu/people/rak248/VG_100K/2357045.jpg,730511,What color is the street?,,,,,,
219,Branches and leaves.,2369625.jpg,2356977,63001,https://cs.stanford.edu/people/rak248/VG_100K/2356977.jpg,1827149,What on tree can be seen?,,,,,,
220,Pizza.,2333292.jpg,2356977,63001,https://cs.stanford.edu/people/rak248/VG_100K/2356977.jpg,592868,What is on the table?,,,,,,
221,Afternoon.,2361500.jpg,2356977,63001,https://cs.stanford.edu/people/rak248/VG_100K/2356977.jpg,1663090,What time of day was this?,,,,,,
222,Grass.,2355893.jpg,2356854,63121,https://cs.stanford.edu/people/rak248/VG_100K/2356854.jpg,574831,What is green?,,,,,,
223,A hot dog.,2414710.jpg,2356854,63121,https://cs.stanford.edu/people/rak248/VG_100K/2356854.jpg,1029511,What is in the bun?,,,,,,
224,Tracks.,2407429.jpg,2356854,63121,https://cs.stanford.edu/people/rak248/VG_100K/2356854.jpg,1206543,Where is the train?,,,,,,
225,Yellow flowers on the bushes.,2363881.jpg,2356785,63187,https://cs.stanford.edu/people/rak248/VG_100K/2356785.jpg,1710480,What are those yellow in colour?,,,,,,
226,Shore.,2400344.jpg,2356785,63187,https://cs.stanford.edu/people/rak248/VG_100K/2356785.jpg,1219505,What are the elephants standing on?,,,,,,
227,On a table.,2358973.jpg,2356785,63187,https://cs.stanford.edu/people/rak248/VG_100K/2356785.jpg,572369,Where is the pizza set?,,,,,,
228,Black shorts.,2411100.jpg,2356782,63189,https://cs.stanford.edu/people/rak248/VG_100K/2356782.jpg,1322623,What is the man wearing on the lower half?,,,,,,
229,Grass.,2405478.jpg,2356782,63189,https://cs.stanford.edu/people/rak248/VG_100K/2356782.jpg,1161254,What is green?,,,,,,
230,Check.,2400992.jpg,2356782,63189,https://cs.stanford.edu/people/rak248/VG_100K/2356782.jpg,1234112,What is the pattern of the man's shirt?,,,,,,
231,Sleeping.,2352965.jpg,2356754,63216,https://cs.stanford.edu/people/rak248/VG_100K/2356754.jpg,833046,What are the sheep on the right doing?,,,,,,
232,27.,2319300.jpg,2356754,63216,https://cs.stanford.edu/people/rak248/VG_100K/2356754.jpg,901947,What is his number?,,,,,,
233,A skateboarder.,2391590.jpg,2356754,63216,https://cs.stanford.edu/people/rak248/VG_100K/2356754.jpg,1363606,Who is the man in the picture?,,,,,,
234,Baseball field.,2359522.jpg,2356741,63228,https://cs.stanford.edu/people/rak248/VG_100K/2356741.jpg,252032,Where is the guy located?,,,,,,
235,A bicycle.,2360444.jpg,2356741,63228,https://cs.stanford.edu/people/rak248/VG_100K/2356741.jpg,1641894,What is behind the food truck?,,,,,,
236,Surfing.,2397419.jpg,2356741,63228,https://cs.stanford.edu/people/rak248/VG_100K/2356741.jpg,1457621,What sport is shown?,,,,,,
237,5.,2407521.jpg,2356543,63417,https://cs.stanford.edu/people/rak248/VG_100K/2356543.jpg,1208702,How many zebras are facing away from the camera?,,,,,,
238,"Blue, white, and green.",2369038.jpg,2356543,63417,https://cs.stanford.edu/people/rak248/VG_100K/2356543.jpg,372402,What colors are the sign?,,,,,,
239,A skier.,2375213.jpg,2356543,63417,https://cs.stanford.edu/people/rak248/VG_100K/2356543.jpg,1941700,Who is on the slope?,,,,,,
240,Next to the street.,2408517.jpg,2356493,63463,https://cs.stanford.edu/people/rak248/VG_100K/2356493.jpg,1061737,Where is the concrete sidewalk?,,,,,,
241,A scooter.,2366300.jpg,2356493,63463,https://cs.stanford.edu/people/rak248/VG_100K/2356493.jpg,1758836,What is the person riding?,,,,,,
242,Four.,2413690.jpg,2356493,63463,https://cs.stanford.edu/people/rak248/VG_100K/2356493.jpg,146867,How many legs does the elephant have?,,,,,,
243,Wind.,2372930.jpg,2356491,63465,https://cs.stanford.edu/people/rak248/VG_100K/2356491.jpg,689103,Why are the kites in the air?,,,,,,
244,One.,2347214.jpg,2356491,63465,https://cs.stanford.edu/people/rak248/VG_100K/2356491.jpg,517814,How many people are wearing red shirts?,,,,,,
245,Walking.,2328205.jpg,2356491,63465,https://cs.stanford.edu/people/rak248/VG_100K/2356491.jpg,852857,What are the zebra doing?,,,,,,
246,Vaio.,2407774.jpg,2356481,63474,https://cs.stanford.edu/people/rak248/VG_100K/2356481.jpg,194196,What brand of computers is in the foreground?,,,,,,
247,Black.,2404893.jpg,2356481,63474,https://cs.stanford.edu/people/rak248/VG_100K/2356481.jpg,1148747,What color is the clock?,,,,,,
248,Climbing.,2409896.jpg,2356481,63474,https://cs.stanford.edu/people/rak248/VG_100K/2356481.jpg,177216,What is the animal doing?,,,,,,
249,Four.,2339193.jpg,2356411,63540,https://cs.stanford.edu/people/rak248/VG_100K/2356411.jpg,588144,How many signs are in the image?,,,,,,
250,At a beach.,2339736.jpg,2356411,63540,https://cs.stanford.edu/people/rak248/VG_100K/2356411.jpg,976138,Where was the photo taken?,,,,,,
251,A man.,2405294.jpg,2356411,63540,https://cs.stanford.edu/people/rak248/VG_100K/2356411.jpg,214034,Who is pouring a drink?,,,,,,
252,Dark brown.,2401812.jpg,2356334,63615,https://cs.stanford.edu/people/rak248/VG_100K/2356334.jpg,538130,What color is the water?,,,,,,
253,Africa.,2404115.jpg,2356334,63615,https://cs.stanford.edu/people/rak248/VG_100K/2356334.jpg,1296661,Where is this animal's natural habitat?,,,,,,
254,Baggage claim.,2396618.jpg,2356334,63615,https://cs.stanford.edu/people/rak248/VG_100K/2356334.jpg,1581531,Where are the people?,,,,,,
255,Daytime.,2315876.jpg,2356297,63651,https://cs.stanford.edu/people/rak248/VG_100K/2356297.jpg,929339,When was this picture taken?,,,,,,
256,The inside of the room is dark.,2404177.jpg,2356297,63651,https://cs.stanford.edu/people/rak248/VG_100K/2356297.jpg,1298316,What shade is the room?,,,,,,
257,A dog collar.,2364504.jpg,2356297,63651,https://cs.stanford.edu/people/rak248/VG_100K/2356297.jpg,1723334,What is purple around the dog's neck?,,,,,,
258,Clear.,2358944.jpg,2356262,63686,https://cs.stanford.edu/people/rak248/VG_100K/2356262.jpg,1612022,How does the sky look?,,,,,,
259,Because they are riding snowboards.,2361684.jpg,2356262,63686,https://cs.stanford.edu/people/rak248/VG_100K/2356262.jpg,1666528,Why are the people wearing helmets?,,,,,,
260,Blue.,2344878.jpg,2356262,63686,https://cs.stanford.edu/people/rak248/VG_100K/2356262.jpg,391732,What color is his shirt?,,,,,,
261,The countertop.,2398194.jpg,2356243,63704,https://cs.stanford.edu/people/rak248/VG_100K/2356243.jpg,1524009,Where is the produce sitting?,,,,,,
262,Light.,2370075.jpg,2356243,63704,https://cs.stanford.edu/people/rak248/VG_100K/2356243.jpg,499513,What is that bright thing?,,,,,,
263,Blue.,2411789.jpg,2356243,63704,https://cs.stanford.edu/people/rak248/VG_100K/2356243.jpg,1107879,What color is the sky?,,,,,,
264,Daytime.,2382659.jpg,2356199,63745,https://cs.stanford.edu/people/rak248/VG_100K/2356199.jpg,361499,When was the picture taken?,,,,,,
265,A microwave.,2366072.jpg,2356199,63745,https://cs.stanford.edu/people/rak248/VG_100K/2356199.jpg,1754126,What is covered in plastic?,,,,,,
266,A light.,2359922.jpg,2356199,63745,https://cs.stanford.edu/people/rak248/VG_100K/2356199.jpg,1631049,What is on the ceiling?,,,,,,
267,White.,2316571.jpg,2356103,63836,https://cs.stanford.edu/people/rak248/VG_100K/2356103.jpg,923785,What color are the lines on the court?,,,,,,
268,Black.,2407270.jpg,2356103,63836,https://cs.stanford.edu/people/rak248/VG_100K/2356103.jpg,1202847,What color is the letter T?,,,,,,
269,Wood.,2358311.jpg,2356103,63836,https://cs.stanford.edu/people/rak248/VG_100K/2356103.jpg,1597982,What is the table made of?,,,,,,
270,Herbs.,2369209.jpg,2356074,63865,https://cs.stanford.edu/people/rak248/VG_100K/2356074.jpg,1818520,What is sprinkled on the chicken?,,,,,,
271,Sitting down.,2359495.jpg,2356074,63865,https://cs.stanford.edu/people/rak248/VG_100K/2356074.jpg,1622430,What is the man on the sofa doing?,,,,,,
272,Blue.,107993.jpg,2356074,63865,https://cs.stanford.edu/people/rak248/VG_100K/2356074.jpg,997601,What color is the person's jeans?,,,,,,
273,Full.,2394425.jpg,2356068,63871,https://cs.stanford.edu/people/rak248/VG_100K/2356068.jpg,1569786,How do the bookshelves appear?,,,,,,
274,Grey.,2406992.jpg,2356068,63871,https://cs.stanford.edu/people/rak248/VG_100K/2356068.jpg,1196999,What color is the man's backpack?,,,,,,
275,Vintage.,2402107.jpg,2356068,63871,https://cs.stanford.edu/people/rak248/VG_100K/2356068.jpg,1256131,What kind of photo is this?,,,,,,
276,In the person's hand.,2414079.jpg,2356039,63899,https://cs.stanford.edu/people/rak248/VG_100K/2356039.jpg,1023273,Where is the 9 of hearts?,,,,,,
277,Flowers.,2364956.jpg,2356039,63899,https://cs.stanford.edu/people/rak248/VG_100K/2356039.jpg,439429,What is the landscaping?,,,,,,
278,On a surfboard.,2399418.jpg,2356039,63899,https://cs.stanford.edu/people/rak248/VG_100K/2356039.jpg,1468655,Where are the ladies standing?,,,,,,
279,One.,2393062.jpg,2356037,63901,https://cs.stanford.edu/people/rak248/VG_100K/2356037.jpg,1437406,What number of overhead lights can be seen?,,,,,,
280,Horse.,2399275.jpg,2356037,63901,https://cs.stanford.edu/people/rak248/VG_100K/2356037.jpg,1404869,What is in the water?,,,,,,
281,Grass.,2407718.jpg,2356037,63901,https://cs.stanford.edu/people/rak248/VG_100K/2356037.jpg,1044307,What are the sheep grazing?,,,,,,
282,A woman.,2366665.jpg,2356011,63926,https://cs.stanford.edu/people/rak248/VG_100K/2356011.jpg,1766417,Who is cutting a cake?,,,,,,
283,A cat.,2329443.jpg,2356011,63926,https://cs.stanford.edu/people/rak248/VG_100K/2356011.jpg,275803,What is laying half on laptop's keyboard?,,,,,,
284,A blanket.,2360608.jpg,2356011,63926,https://cs.stanford.edu/people/rak248/VG_100K/2356011.jpg,1645266,What is on the girl's legs?,,,,,,
285,Daytime.,2382659.jpg,2355997,63940,https://cs.stanford.edu/people/rak248/VG_100K/2355997.jpg,361499,When was the picture taken?,,,,,,
286,Car wheel.,2361174.jpg,2355997,63940,https://cs.stanford.edu/people/rak248/VG_100K/2355997.jpg,1656938,What object looks like a five-pointed star?,,,,,,
287,White.,2406357.jpg,2355997,63940,https://cs.stanford.edu/people/rak248/VG_100K/2355997.jpg,1182697,What color is the table?,,,,,,
288,One.,2415069.jpg,2355988,63949,https://cs.stanford.edu/people/rak248/VG_100K/2355988.jpg,1036673,How many buildings are there?,,,,,,
289,Kittens.,2394178.jpg,2355988,63949,https://cs.stanford.edu/people/rak248/VG_100K/2355988.jpg,1504037,What is black in the picture?,,,,,,
290,Snow.,2376330.jpg,2355988,63949,https://cs.stanford.edu/people/rak248/VG_100K/2355988.jpg,1964399,What is covering the ground?,,,,,,
291,Green.,2387601.jpg,2355868,64066,https://cs.stanford.edu/people/rak248/VG_100K/2355868.jpg,1409397,What is the curtain's color in the upper-right corner?,,,,,,
292,Sunny and clear.,2372321.jpg,2355868,64066,https://cs.stanford.edu/people/rak248/VG_100K/2355868.jpg,1882184,How is the weather?,,,,,,
293,The umpire.,2364013.jpg,2355868,64066,https://cs.stanford.edu/people/rak248/VG_100K/2355868.jpg,1713195,Who is behind the catcher?,,,,,,
294,"Red, white,and blue.",2349161.jpg,2355836,64097,https://cs.stanford.edu/people/rak248/VG_100K/2355836.jpg,324316,What colors are the strings holding the bananas?,,,,,,
295,Wood floor.,2388320.jpg,2355836,64097,https://cs.stanford.edu/people/rak248/VG_100K/2355836.jpg,1413085,What has a grain in it?,,,,,,
296,Hay.,2398738.jpg,2355836,64097,https://cs.stanford.edu/people/rak248/VG_100K/2355836.jpg,1402283,What is on the floor?,,,,,,
297,Black.,2401179.jpg,2355811,64121,https://cs.stanford.edu/people/rak248/VG_100K/2355811.jpg,1238474,What is the main color of the chair?,,,,,,
298,There are no people in the picture.,2389389.jpg,2355811,64121,https://cs.stanford.edu/people/rak248/VG_100K/2355811.jpg,611947,Who is in the picture?,,,,,,
299,Behind the fence.,2412327.jpg,2355811,64121,https://cs.stanford.edu/people/rak248/VG_100K/2355811.jpg,157773,Where are the trains?,,,,,,
0,Sunglasses.,2363302.jpg,2355764,64166,https://cs.stanford.edu/people/rak248/VG_100K/2355764.jpg,1698638,What is on the man's face?,,,,,,
1,White.,2396981.jpg,2355764,64166,https://cs.stanford.edu/people/rak248/VG_100K/2355764.jpg,285338,What color is the plate?,,,,,,
2,A sandwich.,2363455.jpg,2355764,64166,https://cs.stanford.edu/people/rak248/VG_100K/2355764.jpg,1701972,What is int ehphoto?,,,,,,
3,One.,2327306.jpg,2355758,64170,https://cs.stanford.edu/people/rak248/VG_100K/2355758.jpg,789580,How many people are in the photo?,,,,,,
4,In a bathroom.,2398867.jpg,2355758,64170,https://cs.stanford.edu/people/rak248/VG_100K/2355758.jpg,1402971,Where was this picture taken?,,,,,,
5,A scooter.,2413209.jpg,2355758,64170,https://cs.stanford.edu/people/rak248/VG_100K/2355758.jpg,150714,What is the boy riding?,,,,,,
6,A bat.,2369716.jpg,2355663,64264,https://cs.stanford.edu/people/rak248/VG_100K/2355663.jpg,1828824,What is the baseball player swinging?,,,,,,
7,Across the field.,2375968.jpg,2355663,64264,https://cs.stanford.edu/people/rak248/VG_100K/2355663.jpg,1956825,Where is the church?,,,,,,
8,Yellow.,2337709.jpg,2355663,64264,https://cs.stanford.edu/people/rak248/VG_100K/2355663.jpg,653272,What color pants is the man wearing?,,,,,,
9,A girl.,2359390.jpg,2355607,64319,https://cs.stanford.edu/people/rak248/VG_100K/2355607.jpg,699931,Who is in the photo?,,,,,,
10,Houses.,2406128.jpg,2355607,64319,https://cs.stanford.edu/people/rak248/VG_100K/2355607.jpg,1176365,What is in the background?,,,,,,
11,White.,2406357.jpg,2355607,64319,https://cs.stanford.edu/people/rak248/VG_100K/2355607.jpg,1182678,What color is the table?,,,,,,
12,Anyone seeing.,2396787.jpg,2355560,64364,https://cs.stanford.edu/people/rak248/VG_100K/2355560.jpg,1391133,Who would call this a clock?,,,,,,
13,Two.,2407088.jpg,2355560,64364,https://cs.stanford.edu/people/rak248/VG_100K/2355560.jpg,1198912,How many towel holders are there?,,,,,,
14,One.,2330800.jpg,2355560,64364,https://cs.stanford.edu/people/rak248/VG_100K/2355560.jpg,338998,How many light posts are in the picture?,,,,,,
15,In a park.,2391872.jpg,2355524,64398,https://cs.stanford.edu/people/rak248/VG_100K/2355524.jpg,1556413,Where is the woman?,,,,,,
16,During daylight.,2413431.jpg,2355524,64398,https://cs.stanford.edu/people/rak248/VG_100K/2355524.jpg,1006619,What was this taken?,,,,,,
17,Skiing.,2361564.jpg,2355524,64398,https://cs.stanford.edu/people/rak248/VG_100K/2355524.jpg,826170,What is the main person in this photo doing?,,,,,,
18,Taking pictures.,2360759.jpg,2355496,64424,https://cs.stanford.edu/people/rak248/VG_100K/2355496.jpg,1648441,What are the two people standing doing?,,,,,,
